audit_run_id	parse_run_id	source_run_id	table_name	field_name	source_position	alternate_column_name	cde_id_raw	row_count	non_missing_count	missing_like_count	missing_like_fraction	distinct_non_missing_count	example_values_small_sample	probable_field_group	group_assignment_rule	blank_count	not_available_count	not_applicable_count	unknown_count	not_evaluated_count	discrepancy_count	na_count	n_a_count	null_count	none_count	nan_count
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	history_other_malignancy	11	other_dx	CDE_ID:3382736	1097	1096	1	0.000912	2	"[""No"", ""Yes""]"	receptor / biomarker	keyword:er_	0	0	0	0	0	1	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	history_neoadjuvant_treatment	12	history_of_neoadjuvant_treatment	CDE_ID:3382737	1097	1095	2	0.001823	2	"[""No"", ""Yes""]"	treatment / drug	keyword:treatment	0	1	0	0	0	1	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	tumor_status	13	person_neoplasm_cancer_status	CDE_ID:2759550	1097	972	125	0.113947	2	"[""TUMOR FREE"", ""WITH TUMOR""]"	follow-up / outcome-like	keyword:tumor_status	0	105	0	20	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	vital_status	14	vital_status	CDE_ID:5	1097	1097	0	0.0	2	"[""Alive"", ""Dead""]"	follow-up / outcome-like	keyword:vital_status	0	0	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	last_contact_days_to	15	days_to_last_followup	CDE_ID:3008273	1097	993	104	0.094804	649	"[""0"", ""10"", ""7"", ""365"", ""30""]"	follow-up / outcome-like	keyword:last_contact	0	104	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	death_days_to	16	days_to_death	CDE_ID:3165475	1097	104	993	0.905196	101	"[""2965"", ""991"", ""0"", ""1"", ""1009""]"	follow-up / outcome-like	keyword:death	0	0	993	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	radiation_treatment_adjuvant	17	radiation_therapy	CDE_ID:2005312	1097	166	931	0.848678	2	"[""NO"", ""YES""]"	radiation	keyword:radiation	0	891	0	40	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	pharmaceutical_tx_adjuvant	18	postoperative_rx_tx	CDE_ID:3397567	1097	165	932	0.84959	2	"[""YES"", ""NO""]"	treatment / drug	keyword:pharm	0	891	0	41	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	histologic_diagnosis_other	19	histological_type_other	CDE_ID:3124492	1097	76	1021	0.93072	60	"[""Infiltrating ductal and lobular carcinoma"", ""Ductal & Mucinous"", ""Lobular/Ductal"", ""Mixed invasive ductal and invasive lobular"", ""ductal and lobular""]"	diagnosis / pathology	keyword:diagnosis	0	0	1021	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	initial_pathologic_dx_year	20	year_of_initial_pathologic_diagnosis	CDE_ID:2896960	1097	1095	2	0.001823	26	"[""2010"", ""2009"", ""2011"", ""2008"", ""2007""]"	stage	keyword:pathologic_	0	2	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	age_at_diagnosis	21	age_at_initial_pathologic_diagnosis	CDE_ID:2006657	1097	1097	0	0.0	65	"[""62"", ""63"", ""61"", ""50"", ""54""]"	demographics	keyword:age_at_	0	0	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	method_initial_path_dx	22	initial_pathologic_diagnosis_method	CDE_ID:2757941	1097	999	98	0.089335	7	"[""Core needle biopsy"", ""Tumor resection"", ""Fine needle aspiration biopsy"", ""Other method, specify:"", ""Excisional Biopsy""]"	diagnosis / pathology	keyword:method_initial_path_dx	0	96	0	0	0	2	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	method_initial_path_dx_other	23	init_pathology_dx_method_other	CDE_ID:2757948	1097	64	1033	0.941659	14	"[""Patey's Surgery"", ""Biopsy, NOS"", ""intraoperative examination"", ""Lumpectomy"", ""Modified Radical Masectomy""]"	diagnosis / pathology	keyword:method_initial_path_dx	0	2	1029	2	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	surgical_procedure_first	24	breast_carcinoma_surgical_procedure_name	CDE_ID:2739580	1097	1042	55	0.050137	4	"[""Modified Radical Mastectomy"", ""Other"", ""Lumpectomy"", ""Simple Mastectomy""]"	diagnosis / pathology	keyword:surgical	0	53	0	1	0	1	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	first_surgical_procedure_other	25	surgical_procedure_purpose_other_text	CDE_ID:3020338	1097	275	822	0.749316	76	"[""Surgical Resection"", ""Segmental mastectomy"", ""Patey's Surgery"", ""Wide local excision"", ""segmental mastectomy""]"	diagnosis / pathology	keyword:surgical	0	822	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	margin_status	26	margin_status	CDE_ID:3114007	1097	1029	68	0.061987	3	"[""Negative"", ""Positive"", ""Close""]"	diagnosis / pathology	keyword:margin	0	65	0	3	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	surgery_for_positive_margins	27	breast_carcinoma_primary_surgical_procedure_name	CDE_ID:1218	1097	55	1042	0.949863	4	"[""Mastectomy NOS"", ""Modified radical mastectomy"", ""Other"", ""Lumpectomy""]"	diagnosis / pathology	keyword:margin	0	991	0	1	50	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	surgery_for_positive_margins_other	28	breast_neoplasm_other_surgical_procedure_descriptive_text	CDE_ID:3124493	1097	14	1083	0.987238	14	"[""Additional resection/ margins (taken after first margin positive)"", ""Left breast reexcision"", ""Margin resection"", ""Mastectomy"", ""Re-Excision of Superior Margin""]"	diagnosis / pathology	keyword:margin	0	0	1083	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	margin_status_reexcision	29	breast_cancer_surgery_margin_status	CDE_ID:2241252	1097	59	1038	0.946217	3	"[""Negative"", ""Positive"", ""Close""]"	diagnosis / pathology	keyword:margin	0	1038	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	axillary_staging_method	30	axillary_lymph_node_stage_method_type	CDE_ID:2516112	1097	881	216	0.196901	5	"[""Axillary lymph node dissection alone"", ""Sentinel node biopsy alone"", ""Sentinel lymph node biopsy plus axillary dissection"", ""No axillary staging"", ""Other (specify)""]"	diagnosis / pathology	keyword:axillary	0	214	0	2	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	axillary_staging_method_other	31	axillary_lymph_node_stage_other_method_descriptive_text	CDE_ID:3124496	1097	20	1077	0.981768	19	"[""mastectomy with TLND"", ""FNA plus axillary lymph node dissection"", ""Level 1 clearance"", ""Pateys surgery"", ""SLN AND NON-SLN BX""]"	diagnosis / pathology	keyword:axillary	0	1077	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	micromet_detection_by_ihc	32	cytokeratin_immunohistochemistry_staining_method_micrometastasis_indicator	CDE_ID:3086152	1097	730	367	0.334549	2	"[""NO"", ""YES""]"	receptor / biomarker	keyword:ihc	0	348	0	19	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	lymph_nodes_examined	33	primary_lymph_node_presentation_assessment	CDE_ID:2200396	1097	720	377	0.343665	2	"[""YES"", ""NO""]"	diagnosis / pathology	keyword:lymph	0	375	0	2	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	lymph_nodes_examined_count	34	lymph_node_examined_count	CDE_ID:3	1097	971	126	0.114859	42	"[""2"", ""1"", ""3"", ""4"", ""10""]"	diagnosis / pathology	keyword:lymph	0	126	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	lymph_nodes_examined_he_count	35	number_of_lymphnodes_positive_by_he	CDE_ID:3086388	1097	929	168	0.153145	31	"[""0"", ""1"", ""2"", ""3"", ""4""]"	diagnosis / pathology	keyword:lymph	0	168	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	lymph_nodes_examined_ihc_count	36	number_of_lymphnodes_positive_by_ihc	CDE_ID:3086383	1097	345	752	0.685506	6	"[""0"", ""1"", ""2"", ""3"", ""4""]"	receptor / biomarker	keyword:ihc	0	752	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	ajcc_staging_edition	37	system_version	CDE_ID:2722309	1097	956	141	0.128532	5	"[""6th"", ""7th"", ""5th"", ""4th"", ""3rd""]"	stage	keyword:ajcc	0	141	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	ajcc_tumor_pathologic_pt	38	pathologic_T	CDE_ID:3045435	1097	1097	0	0.0	13	"[""T2"", ""T1c"", ""T3"", ""T1"", ""T4b""]"	stage	keyword:ajcc	0	0	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	ajcc_nodes_pathologic_pn	39	pathologic_N	CDE_ID:3203106	1097	1097	0	0.0	16	"[""N0"", ""N1a"", ""N0 (i-)"", ""N1"", ""N2a""]"	stage	keyword:ajcc	0	0	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	ajcc_metastasis_pathologic_pm	40	pathologic_M	CDE_ID:3045439	1097	1097	0	0.0	4	"[""M0"", ""MX"", ""M1"", ""cM0 (i+)""]"	stage	keyword:ajcc	0	0	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	ajcc_pathologic_tumor_stage	41	pathologic_stage	CDE_ID:3203222	1097	1086	11	0.010027	12	"[""Stage IIA"", ""Stage IIB"", ""Stage IIIA"", ""Stage I"", ""Stage IA""]"	stage	keyword:ajcc	0	5	0	0	0	6	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	metastasis_site	42	metastatic_site_at_diagnosis	CDE_ID:3124499	1097	24	1073	0.978122	9	"[""Bone"", ""Bone|Liver"", ""Other, specify"", ""Liver"", ""Lung""]"	diagnosis / pathology	keyword:metastasis_site	0	1073	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	metastasis_site_other	43	metastatic_site_at_diagnosis_other	CDE_ID:3124503	1097	7	1090	0.993619	6	"[""skin"", ""Abdomen"", ""Ovary"", ""Skin"", ""axilaary node negative but intrammary node positive""]"	diagnosis / pathology	keyword:metastasis_site	0	1090	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	er_status_by_ihc	44	breast_carcinoma_estrogen_receptor_status	CDE_ID:2957359	1097	1048	49	0.044667	3	"[""Positive"", ""Negative"", ""Indeterminate""]"	receptor / biomarker	keyword:er_	0	0	0	0	49	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	er_status_ihc_Percent_Positive	45	er_level_cell_percentage_category	CDE_ID:3128341	1097	470	627	0.571559	10	"[""90-99%"", ""<10%"", ""70-79%"", ""80-89%"", ""10-19%""]"	receptor / biomarker	keyword:er_	0	627	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	er_positivity_scale_used	46	breast_carcinoma_immunohistochemistry_er_pos_finding_scale	CDE_ID:3203081	1097	147	950	0.865998	2	"[""3 Point Scale"", ""4 Point Scale""]"	receptor / biomarker	keyword:er_	0	950	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	er_ihc_score	47	immunohistochemistry_positive_cell_score	CDE_ID:2230166	1097	214	883	0.804923	5	"[""3+"", ""2+"", ""4+"", ""1+"", ""0""]"	receptor / biomarker	keyword:er_	0	883	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	er_positivity_scale_other	48	positive_finding_estrogen_receptor_other_measurement_scale_text	CDE_ID:3086851	1097	242	855	0.779398	65	"["">75%"", ""Allred score = 8"", ""H-SCORE"", ""Allred Score 8"", ""Allred score = 0""]"	receptor / biomarker	keyword:er_	0	855	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	er_positivity_method	49	er_detection_method_text	CDE_ID:69	1097	216	881	0.803099	54	"[""manual counting"", ""Image Analysis"", ""% IHC"", ""Allred score 0+0 = 0"", ""Allred score 5+3 = 8""]"	receptor / biomarker	keyword:er_	0	880	0	1	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	pr_status_by_ihc	50	breast_carcinoma_progesterone_receptor_status	CDE_ID:2957357	1097	1047	50	0.045579	3	"[""Positive"", ""Negative"", ""Indeterminate""]"	receptor / biomarker	keyword:pr_	0	0	0	0	50	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	pr_status_ihc_percent_positive	51	progesterone_receptor_level_cell_percent_category	CDE_ID:3128342	1097	430	667	0.608022	10	"[""<10%"", ""90-99%"", ""70-79%"", ""10-19%"", ""80-89%""]"	receptor / biomarker	keyword:pr_	0	667	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	pr_positivity_scale_used	52	breast_carcinoma_immunohistochemistry_progesterone_receptor_pos_finding_scale	CDE_ID:3203083	1097	142	955	0.870556	2	"[""3 Point Scale"", ""4 Point Scale""]"	receptor / biomarker	keyword:pr_	0	955	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	pr_positivity_ihc_intensity_score	53	breast_carcinoma_immunohistochemistry_pos_cell_score	CDE_ID:3133874	1097	208	889	0.810392	5	"[""3+"", ""2+"", ""1+"", ""0"", ""4+""]"	receptor / biomarker	keyword:pr_	0	889	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	pr_positivity_scale_other	54	pos_finding_progesterone_receptor_other_measurement_scale_text	CDE_ID:3086857	1097	221	876	0.798541	66	"["">75%"", ""H-SCORE"", ""Allred score = 0"", ""0"", ""Allred score = 8""]"	receptor / biomarker	keyword:pr_	0	876	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	pr_positivity_define_method	55	pgr_detection_method_text	CDE_ID:785	1097	209	888	0.80948	60	"[""manual counting"", ""Image Analysis"", ""Allred score 0+0 = 0"", ""%IHC"", ""dextran coated charcoal""]"	receptor / biomarker	keyword:pr_	0	887	0	1	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_status_by_ihc	56	lab_proc_her2_neu_immunohistochemistry_receptor_status	CDE_ID:2957563	1097	919	178	0.162261	4	"[""Negative"", ""Equivocal"", ""Positive"", ""Indeterminate""]"	receptor / biomarker	keyword:her2	0	8	0	0	170	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_ihc_percent_positive	57	her2_erbb_pos_finding_cell_percent_category	CDE_ID:3086980	1097	208	889	0.810392	10	"[""<10%"", ""10-19%"", ""90-99%"", ""20-29%"", ""30-39%""]"	receptor / biomarker	keyword:her2	0	889	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_ihc_score	58	her2_immunohistochemistry_level_result	CDE_ID:2178402	1097	622	475	0.432999	4	"[""1+"", ""2+"", ""3+"", ""0""]"	receptor / biomarker	keyword:her2	0	475	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_positivity_scale_other	59	pos_finding_her2_erbb2_other_measurement_scale_text	CDE_ID:3087479	1097	14	1083	0.987238	7	"[""0"", ""ACIS"", ""CISH"", ""Hercep Test  TM Dako"", ""10-75%""]"	receptor / biomarker	keyword:her2	0	1083	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_positivity_method_text	60	her2_erbb_method_calculation_method_text	CDE_ID:3087487	1097	90	1007	0.917958	20	"[""3+ POSITIVE"", ""3+ Positive"", ""dextran coated charcoal"", ""Hecep Test TM DAKO"", ""DAKOHercepTest TM""]"	receptor / biomarker	keyword:her2	0	1007	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_fish_status	61	lab_procedure_her2_neu_in_situ_hybrid_outcome_type	CDE_ID:2854089	1097	420	677	0.617138	4	"[""Negative"", ""Positive"", ""Equivocal"", ""Indeterminate""]"	receptor / biomarker	keyword:her2	0	81	0	0	596	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_copy_number	62	her2_neu_breast_carcinoma_copy_analysis_input_total_number	CDE_ID:3133738	1097	114	983	0.89608	76	"[""not amplified"", ""3.2"", ""2.4"", ""2.6"", ""1.8""]"	receptor / biomarker	keyword:her2	0	983	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	cent17_copy_number	63	fluorescence_in_situ_hybridization_diagnostic_procedure_chromosome_17_signal_result_range	CDE_ID:3104295	1097	106	991	0.903373	66	"[""1.7"", ""1.8"", ""2.2"", ""2"", ""2.0""]"	receptor / biomarker	keyword:cent17	0	991	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_and_cent17_cells_count	64	her2_neu_and_centromere_17_copy_number_analysis_input_total_number_count	CDE_ID:3087902	1097	104	993	0.905196	30	"[""60"", ""40"", ""20"", ""30"", ""200""]"	receptor / biomarker	keyword:her2	0	993	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_cent17_ratio	65	her2_neu_chromosone_17_signal_ratio_value	CDE_ID:2497552	1097	233	864	0.787603	78	"[""1.1"", ""1.0"", ""1.3"", ""1.2"", ""1.05""]"	receptor / biomarker	keyword:her2	0	864	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_and_cent17_scale_other	66	her2_and_centromere_17_positive_finding_other_measurement_scale_text	CDE_ID:3087923	1097	4	1093	0.996354	4	"[""1"", "">2.2 Positive"", ""HER2 amplification - negative"", ""Vysis AutoVysion System""]"	receptor / biomarker	keyword:her2	0	1093	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	her2_fish_method	67	her2_erbb_pos_finding_fluorescence_in_situ_hybridization_calculation_method_text	CDE_ID:3087929	1097	50	1047	0.954421	30	"["">=2.0 Positive"", ""PathVysion HER-2 DNA Probe Kit"", ""CAP scoring guideline 2010"", ""RATIO > = 2.0"", "">= 2.0 Positive""]"	receptor / biomarker	keyword:her2	0	1047	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	new_tumor_event_dx_indicator	68	new_tumor_event_after_initial_treatment	CDE_ID:3121376	1097	195	902	0.822242	2	"[""NO"", ""YES""]"	follow-up / outcome-like	keyword:new_tumor_event	0	891	0	11	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_er_status	69	metastatic_breast_carcinoma_estrogen_receptor_status	CDE_ID:3131865	1097	12	1085	0.989061	2	"[""Positive"", ""Negative""]"	receptor / biomarker	keyword:er_	0	999	0	0	86	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_er_status_ihc__positive	70	metastatic_breast_carcinoma_estrogen_receptor_level_cell_percent_category	CDE_ID:3131869	1097	6	1091	0.994531	3	"[""70-79%"", ""90-99%"", ""<10%""]"	receptor / biomarker	keyword:er_	0	1091	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_er_ihc_intensity_score	71	metastatic_breast_carcinoma_immunohistochemistry_er_pos_cell_score	CDE_ID:3131873	1097	1	1096	0.999088	1	"[""3+""]"	receptor / biomarker	keyword:er_	0	1096	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_er_positivity_other_scale	72	pos_finding_metastatic_breast_carcinoma_estrogen_receptor_other_measuremenet_scale_text	CDE_ID:3131877	1097	0	1097	1.0	0	[]	receptor / biomarker	keyword:er_	0	1097	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_er_positivity_define_method	73	metastatic_breast_carcinoma_estrogen_receptor_detection_method_text	CDE_ID:3131881	1097	0	1097	1.0	0	[]	receptor / biomarker	keyword:er_	0	1097	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_pr_status_by_ihc	74	metastatic_breast_carcinoma_progesterone_receptor_status	CDE_ID:3131884	1097	11	1086	0.989973	2	"[""Negative"", ""Positive""]"	receptor / biomarker	keyword:pr_	0	999	0	0	87	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_pr_status_ihc__positive	75	metastatic_breast_carcinoma_progesterone_receptor_level_cell_percent_category	CDE_ID:3131891	1097	4	1093	0.996354	1	"[""<10%""]"	receptor / biomarker	keyword:pr_	0	1093	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_pr_ihc_intensity_score	76	metastatic_breast_carcinoma_immunohistochemistry_pr_pos_cell_score	CDE_ID:3131988	1097	1	1096	0.999088	1	"[""1+""]"	receptor / biomarker	keyword:pr_	0	1096	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_pr_positivity_other_scale	77	metastatic_breast_carcinoma_pos_finding_progesterone_receptor_other_measure_scale_text	CDE_ID:3131992	1097	0	1097	1.0	0	[]	receptor / biomarker	keyword:er_	0	1097	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_pr_positivity_define_method	78	metastatic_breast_carcinoma_progesterone_receptor_detection_method_text	CDE_ID:3131993	1097	0	1097	1.0	0	[]	receptor / biomarker	keyword:pr_	0	1097	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_her2_status	79	metastatic_breast_carcinoma_lab_proc_her2_neu_immunohistochemistry_receptor_status	CDE_ID:3131997	1097	9	1088	0.991796	2	"[""Negative"", ""Equivocal""]"	receptor / biomarker	keyword:her2	0	997	0	0	91	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_her2_status_ihc__positive	80	metastatic_breast_carcinoma_her2_erbb_pos_finding_cell_percent_category	CDE_ID:3132322	1097	3	1094	0.997265	1	"[""<10%""]"	receptor / biomarker	keyword:her2	0	1094	0	0	0	0	0	0	0	0	0
20260412T023748Z	20260412T010932Z	20260412T000556Z	clinical_patient	nte_her2_positivity_ihc_score	81	metastatic_breast_carcinoma_erbb2_immunohistochemistry_level_result	CDE_ID:3132444	1097	5	1092	0.995442	2	"[""1+"", ""2+""]"	receptor / biomarker	keyword:her2	0	1092	0	0	0	0	0	0	0	0	0
